fecha	hora	demanda
2021-01-01	1	8785,190648204047
2021-01-01	2	8661,049925407506
2021-01-01	3	8456,676045675098
2021-01-03	21	9068,243069001703
2021-01-01	4	8189,786506953098
2021-01-03	22	9504,002792140493
2021-01-01	5	7994,014904337601
2021-01-01	13	8297,177634127198
2021-01-02	2	8247,018222407194
2021-01-01	6	7852,309312963998
2021-01-02	15	9393,339584645699
2021-01-01	7	7658,829845691195
2021-01-02	22	9594,8710399705
2021-01-01	8	7471,588807269396
2021-01-02	23	9638,722315136805
2021-01-01	9	7513,217285936596
2021-01-02	24	9265,427681440404
2021-01-03	1	8815,861457887197
2021-01-01	10	7719,853635622998
2021-01-03	2	8442,181665467899
2021-01-01	11	7967,543434249202
2021-01-03	3	8164,169737075499
2021-01-01	12	8207,561529568602
2021-01-03	4	7983,966750803699
2021-01-03	5	7900,474884117995
2021-01-01	14	8391,925397319397
2021-01-01	15	8504,082713611702
2021-01-03	6	7848,871482234804
2021-01-01	16	8589,3965197113
2021-01-03	7	7757,240356309299
2021-01-01	17	8536,166261252401
2021-01-03	8	7636,3946802937
2021-01-01	18	8536,2477839465
2021-01-03	9	7778,4971433620985
2021-01-01	19	8502,7446729835
2021-01-03	10	8070,360484861005
2021-01-01	20	8522,677561010107
2021-01-03	11	8318,244723060901
2021-01-01	21	8696,248097936108
2021-01-03	12	8545,758677612708
2021-01-01	22	9233,4437642566
2021-01-03	13	8776,780258007198
2021-01-01	23	9368,662255638897
2021-01-03	14	8999,404664146603
2021-01-01	24	9010,7381007659
2021-01-03	15	9055,729741759103
2021-01-02	1	8601,841570080202
2021-01-03	16	9038,4557909673
2021-01-02	3	8002,4173645104
2021-01-03	17	8933,990675233597
2021-01-02	4	7827,663221056095
2021-01-03	18	8895,213366217802
2021-01-02	5	7749,829938365598
2021-01-03	19	8908,067751921299
2021-01-03	20	8945,643227096101
2021-01-02	6	7730,441405161004
2021-01-04	2	8440,343412236996
2021-01-02	7	7743,575558619305
2021-01-04	3	8097,702524894698
2021-01-02	8	7703,175334105302
2021-01-04	4	7964,7072138456015
2021-01-04	5	7927,282791690102
2021-01-04	6	8040,315711719796
2021-01-04	7	8209,877289138201
2021-01-04	8	8534,496126347698
2021-01-02	9	7938,459961814795
2021-01-04	9	9174,898028609303
2021-01-02	10	8326,600015509799
2021-01-04	10	9719,060584613691
2021-01-02	11	8713,9761214275
2021-01-04	11	10116,455430977598
2021-01-02	12	8941,445977004401
2021-01-04	12	10387,450675919494
2021-01-02	13	9135,379411668491
2021-01-04	13	10491,421711131905
2021-01-04	15	10795,242316021995
2021-01-02	14	9339,139741485998
2021-01-04	16	10849,699176150103
2021-01-04	17	10869,1606047051
2021-01-02	16	9311,76712459851
2021-01-04	18	10568,137446654586
2021-01-04	19	10192,365890161898
2021-01-02	17	9236,417428967497
2021-01-04	20	9975,512209611199
2021-01-02	18	9157,2802949306
2021-01-04	21	9959,065129972198
2021-01-02	19	9099,324812468501
2021-01-04	22	10337,935907189294
2021-01-04	23	10293,522940472101
2021-01-02	20	9078,393384176301
2021-01-04	24	9775,510265302599
2021-01-02	21	9153,162128743506
2021-01-05	1	9286,195709030397
2021-01-09	10	8592,121438962102
2021-01-05	2	8815,573954826403
2021-01-05	4	8442,4708431435
2021-01-09	12	9042,925612544692
2021-01-05	5	8442,842718481403
2021-01-05	6	8474,282589634997
2021-01-09	13	9075,641899091293
2021-01-05	7	8512,325591285407
2021-01-09	14	9136,511718855509
2021-01-05	8	8753,856928081805
2021-01-09	15	9184,8692604372
2021-01-05	9	9381,781789108903
2021-01-09	16	9060,992326670304
2021-01-05	10	9819,086821646799
2021-01-09	17	8929,731945598805
2021-01-05	11	10057,5904427541
2021-01-09	18	8887,7127247554
2021-01-05	12	10235,514875925499
2021-01-09	19	8905,249407201803
2021-01-05	13	10243,757918343008
2021-01-09	20	8847,694863855004
2021-01-05	14	10437,0131066376
2021-01-09	21	8823,458785886307
2021-01-05	15	10565,1958700536
2021-01-09	22	9261,841174766805
2021-01-05	17	10620,855969480597
2021-01-09	23	9107,021974016501
2021-01-05	18	10342,261171724907
2021-01-05	19	9977,101096146798
2021-01-10	1	8322,567437466594
2021-01-05	20	9816,978452000692
2021-01-05	21	9747,165491016403
2021-01-05	22	10135,7993913334
2021-01-05	23	10158,406004292805
2021-01-10	15	8760,177097663303
2021-01-05	24	9724,979221624
2021-01-10	16	8639,38535238461
2021-01-06	1	9211,561020331099
2021-01-10	17	8621,242862991101
2021-01-06	2	8820,278267667898
2021-01-06	3	8531,219182922001
2021-01-06	4	8349,687511353899
2021-01-06	6	8326,908698272195
2021-01-10	18	8564,394794445503
2021-01-06	7	8412,915473164301
2021-01-10	19	8522,644464725996
2021-01-06	8	8575,667812359003
2021-01-10	20	8563,149420187914
2021-01-06	9	9166,422933628102
2021-01-10	21	8717,283546316998
2021-01-06	10	9667,818972090303
2021-01-10	22	9229,9506460289
2021-01-06	11	9972,830164811896
2021-01-06	12	10198,234961189803
2021-01-10	23	9235,384932449604
2021-01-06	13	10298,1943269342
2021-01-10	24	8920,195031559606
2021-01-06	14	10323,312367992401
2021-01-11	1	8523,773877065803
2021-01-06	15	10451,581503208707
2021-01-11	2	8210,540934744398
2021-01-06	16	10470,5595939735
2021-01-11	4	7860,725163243198
2021-01-06	17	10395,142472728603
2021-01-11	5	7871,1381031323
2021-01-06	19	9818,677613385791
2021-01-06	20	9647,8618229413
2021-01-06	21	9663,795103068296
2021-01-11	6	7929,557089717797
2021-01-06	22	10076,8351483593
2021-01-06	23	9855,246010061097
2021-01-11	7	8089,094425083602
2021-01-06	24	9573,14175540389
2021-01-11	8	8367,591049959801
2021-01-07	1	9086,3258369776
2021-01-07	2	8669,398091276496
2021-01-11	9	9028,580023428403
2021-01-11	10	9604,856543179107
2021-01-07	3	8388,2325255854
2021-01-11	11	9852,093198658498
2021-01-07	4	8190,1793324326
2021-01-07	5	8077,843610529303
2021-01-07	6	8116,4225972486
2021-01-11	12	9987,274918245002
2021-01-07	8	8409,8013391178
2021-01-11	13	10056,053800395506
2021-01-07	9	9029,807855164603
2021-01-11	14	10220,818932615004
2021-01-07	10	9537,9218324545
2021-01-11	15	10257,190878768999
2021-01-07	11	9693,519433498901
2021-01-11	17	10236,264462149597
2021-01-07	12	9846,610746463199
2021-01-07	13	9969,836777305496
2021-01-07	14	10145,32915873671
2021-01-11	18	10081,008775469003
2021-01-07	15	10285,119085950388
2021-01-07	16	10385,935938738903
2021-01-11	19	9883,251897198
