fecha	hora	demanda
2022-11-04	17	10204,621092750618
2022-11-04	18	9950,388709516805
2022-11-04	19	9667,2014763208
2022-11-04	20	9754,904718438509
2022-11-04	21	10098,7639597922
2022-11-04	22	10212,408219372996
2022-11-04	23	9984,015154063098
2022-11-04	24	9616,265555212904
2022-11-04	2	8806,5616595776
2022-11-04	15	10397,612597181198
2022-11-03	1	8933,777080284202
2022-11-03	2	8539,902017333303
2022-11-03	3	8269,602186659695
2022-11-03	4	8137,475393440199
2022-11-03	5	8171,197831806106
2022-11-03	6	8267,084794026503
2022-11-03	7	8663,656316542008
2022-11-03	8	8984,500815989295
2022-11-03	9	9345,139869098799
2022-11-03	10	9672,505663684302
2022-11-03	11	9769,650561652716
2022-11-03	12	9890,006321666808
2022-11-03	14	9974,965820525
2022-11-03	15	10112,338222118298
2022-11-03	16	10130,565083201604
2022-11-03	17	10159,655856791402
2022-11-03	18	9972,331068806398
2022-11-03	19	9794,789781850293
2022-11-03	20	9859,705201358496
2022-11-03	21	10211,414580657902
2022-11-03	22	10313,712671189496
2022-11-03	23	9981,585059146697
2022-11-03	24	9522,8450953283
2022-11-03	13	9877,47426779761
2022-11-02	1	8684,1878265751
2022-11-02	2	8335,218489933297
2022-11-02	3	8179,2096032414975
2022-11-02	4	8046,782115310399
2022-11-02	5	8053,101779104499
2022-11-02	6	8164,751957578999
2022-11-02	7	8601,636006002507
2022-11-02	8	8909,096835652894
2022-11-02	9	9283,011814857693
2022-11-02	10	9694,856346809282
2022-11-02	12	10002,4348756911
2022-11-02	13	10059,096741746805
2022-11-02	14	10128,198140566405
2022-11-02	15	10201,795472785789
2022-11-02	16	10168,594819803595
2022-11-02	17	10160,553080864202
2022-11-02	18	9991,684432251193
2022-11-02	19	9762,97029879561
2022-11-02	20	9833,042511240714
2022-11-02	21	10148,083125606103
2022-11-02	22	10352,400832778105
2022-11-02	23	10013,9607789813
2022-11-02	24	9493,8404840957
2022-11-02	11	9831,987510321309
2022-11-01	22	9756,283495926295
2022-11-01	23	9471,9175230001
2022-11-01	24	9019,041415593201
2022-11-01	2	8307,414717659207
2022-11-01	3	8080,591977643101
2022-11-01	4	7829,243025324292
2022-11-01	5	7710,863231464402
2022-11-01	6	7775,9245844493
2022-11-01	7	7827,869570351107
2022-11-01	8	7719,960764734592
2022-11-01	9	7920,561254016398
2022-11-01	10	8291,551208830291
2022-11-01	11	8689,569619948703
2022-11-01	12	8859,29466101129
2022-11-01	13	9120,772101922706
2022-11-01	15	9190,259731059605
2022-11-01	16	9085,235183008894
2022-11-01	17	8996,658865899008
2022-11-01	18	8963,851520856608
2022-11-01	19	8915,890730535795
2022-11-01	20	9070,48665653509
2022-11-01	21	9618,280006134897
2022-11-01	14	9222,288996987503
2022-11-01	1	8633,633174905503
